ship_id,ship_type,route_id,month,distance,fuel_type,fuel_consumption,CO2_emissions,weather_conditions,engine_efficiency,fuel_efficiency,season
NG005,Tanker Ship,Warri-Bonny,October,199.13,Diesel,7219.15,18859.62,Calm,92.1,0.02758357978432364,Autumn
NG005,Tanker Ship,Escravos-Lagos,November,441.93,Diesel,17429.33,51377.83,Calm,79.16,0.025355535754960173,Autumn
NG005,Tanker Ship,Lagos-Apapa,December,172.3,Diesel,8249.38,24081.26,Calm,76.53,0.020886418130817107,Winter
NG006,Surfer Boat,Lagos-Apapa,January,147.9,Diesel,2656.39,7258.52,Stormy,87.24,0.05567706549113647,Winter
NG006,Surfer Boat,Escravos-Lagos,February,44.52,Diesel,663.13,1891.44,Stormy,94.2,0.06713615731455372,Winter
NG006,Surfer Boat,Lagos-Apapa,March,113.0,Diesel,1635.86,4560.25,Moderate,76.44,0.06907681586443828,Spring
NG006,Surfer Boat,Lagos-Apapa,April,87.17,Diesel,1604.67,4669.62,Stormy,92.06,0.05432269563212374,Spring
NG006,Surfer Boat,Escravos-Lagos,May,197.78,Diesel,3001.65,7873.3,Stormy,73.67,0.06589042693185415,Spring
NG006,Surfer Boat,Warri-Bonny,June,62.36,Diesel,1164.2,2944.68,Calm,93.83,0.05356467960831472,Summer
NG006,Surfer Boat,Warri-Bonny,July,158.07,Diesel,2584.62,7211.22,Stormy,81.67,0.06115792650370267,Summer
NG006,Surfer Boat,Warri-Bonny,August,117.52,Diesel,1895.33,5369.6,Moderate,89.42,0.062005033424258574,Summer
NG006,Surfer Boat,Lagos-Apapa,September,155.32,Diesel,2351.29,6941.15,Stormy,87.02,0.06605735574939714,Autumn
NG006,Surfer Boat,Escravos-Lagos,October,145.53,Diesel,2773.1,8311.52,Moderate,79.32,0.05247917493058311,Autumn
NG006,Surfer Boat,Port Harcourt-Lagos,November,34.55,Diesel,635.93,1664.64,Calm,85.62,0.05432987907474093,Autumn
NG006,Surfer Boat,Lagos-Apapa,December,129.52,Diesel,1437.19,4194.45,Calm,88.26,0.09012030420473285,Winter
NG007,Surfer Boat,Warri-Bonny,January,66.87,Diesel,700.97,1962.76,Calm,86.15,0.09539637930296589,Winter
NG007,Surfer Boat,Escravos-Lagos,February,31.95,Diesel,354.39,1027.23,Moderate,88.57,0.090154914077711,Winter
NG007,Surfer Boat,Lagos-Apapa,March,134.85,Diesel,1486.38,4270.31,Moderate,88.42,0.09072377184838332,Spring
NG007,Surfer Boat,Escravos-Lagos,April,111.86,Diesel,1817.6,4665.14,Stormy,94.84,0.061542693661971834,Spring
NG007,Surfer Boat,Port Harcourt-Lagos,May,77.89,Diesel,916.5,2389.22,Stormy,80.75,0.08498636115657392,Spring
NG007,Surfer Boat,Port Harcourt-Lagos,June,147.09,Diesel,2905.05,8256.81,Calm,86.78,0.050632519233748126,Summer
NG007,Surfer Boat,Escravos-Lagos,July,52.12,Diesel,815.52,2070.1,Stormy,80.59,0.06391014322150285,Summer
NG007,Surfer Boat,Port Harcourt-Lagos,August,46.21,Diesel,644.66,1764.81,Calm,74.71,0.07168119628951695,Summer
NG007,Surfer Boat,Port Harcourt-Lagos,September,54.78,Diesel,1025.44,2795.27,Moderate,87.9,0.05342097051022,Autumn
NG007,Surfer Boat,Escravos-Lagos,October,56.75,Diesel,746.58,2121.01,Moderate,74.54,0.07601328725655657,Autumn
NG007,Surfer Boat,Port Harcourt-Lagos,November,90.91,Diesel,1628.86,4516.17,Stormy,72.61,0.05581204032267967,Autumn
NG007,Surfer Boat,Warri-Bonny,December,37.38,Diesel,553.42,1518.98,Moderate,79.05,0.06754363774348597,Winter
NG008,Tanker Ship,Lagos-Apapa,January,312.45,Diesel,14284.0,38368.72,Calm,79.01,0.0218741248949874,Winter
NG008,Tanker Ship,Lagos-Apapa,February,423.27,Diesel,18214.68,52122.46,Calm,94.38,0.023237849910072533,Winter
NG008,Tanker Ship,Escravos-Lagos,March,337.15,Diesel,14409.96,41238.1,Moderate,93.83,0.023397011511482334,Spring
NG008,Tanker Ship,Lagos-Apapa,April,261.92,Diesel,11898.51,29771.29,Moderate,70.95,0.02201284026319262,Spring
NG008,Tanker Ship,Escravos-Lagos,May,448.48,Diesel,13719.78,40233.07,Stormy,89.59,0.03268857080798672,Spring
NG008,Tanker Ship,Lagos-Apapa,June,77.81,Diesel,3197.24,8310.12,Calm,79.56,0.02433661533072275,Summer
NG008,Tanker Ship,Port Harcourt-Lagos,July,58.63,Diesel,2824.38,7883.97,Stormy,80.86,0.020758538157046855,Summer
NG008,Tanker Ship,Lagos-Apapa,August,391.76,Diesel,17982.2,47203.92,Moderate,75.83,0.021785988366273313,Summer
NG008,Tanker Ship,Warri-Bonny,September,169.25,Diesel,6930.12,17600.82,Stormy,89.83,0.024422376524504626,Autumn
NG008,Tanker Ship,Escravos-Lagos,October,370.45,Diesel,12931.31,33622.72,Calm,72.13,0.02864752295011101,Autumn
NG008,Tanker Ship,Warri-Bonny,November,76.76,HFO,2479.81,6662.18,Moderate,80.94,0.030953984377835402,Autumn
NG008,Tanker Ship,Lagos-Apapa,December,497.16,Diesel,24648.52,62802.03,Calm,72.14,0.020169973694160948,Winter
NG009,Fishing Trawler,Escravos-Lagos,January,147.06,HFO,3316.45,8935.16,Stormy,78.5,0.0443425952449155,Winter
NG009,Fishing Trawler,Lagos-Apapa,February,196.74,Diesel,4024.81,10349.66,Moderate,72.16,0.04888181056993995,Winter
NG009,Fishing Trawler,Port Harcourt-Lagos,March,120.31,Diesel,2428.08,6772.76,Moderate,92.48,0.04954943823926724,Spring
NG009,Fishing Trawler,Port Harcourt-Lagos,April,60.39,Diesel,1496.07,4418.47,Calm,85.31,0.040365758286711184,Spring
NG009,Fishing Trawler,Warri-Bonny,May,160.89,HFO,4216.46,11326.37,Moderate,78.4,0.038157601400226726,Spring
NG009,Fishing Trawler,Lagos-Apapa,June,58.09,HFO,1483.01,4235.63,Calm,74.19,0.03917033600582599,Summer
NG009,Fishing Trawler,Escravos-Lagos,July,155.88,Diesel,4394.18,11695.71,Moderate,84.86,0.03547419541302359,Summer
NG009,Fishing Trawler,Port Harcourt-Lagos,August,195.5,HFO,5815.26,15340.23,Stormy,89.13,0.0336184452629805,Summer
NG009,Fishing Trawler,Lagos-Apapa,September,69.55,HFO,1745.22,4771.84,Stormy,72.15,0.0398517092400958,Autumn
NG009,Fishing Trawler,Port Harcourt-Lagos,October,128.88,Diesel,3721.28,10572.4,Calm,80.41,0.034633244475019344,Autumn
NG009,Fishing Trawler,Warri-Bonny,November,149.46,Diesel,3676.47,10273.74,Moderate,82.77,0.040653126504500245,Autumn
NG009,Fishing Trawler,Escravos-Lagos,December,60.39,HFO,1780.88,4538.11,Stormy,79.72,0.03391020169803692,Winter
NG010,Fishing Trawler,Port Harcourt-Lagos,January,90.31,HFO,2085.04,5709.45,Moderate,84.4,0.04331331773011549,Winter
NG010,Fishing Trawler,Warri-Bonny,February,116.16,Diesel,3342.71,9197.1,Moderate,74.28,0.03475024755363163,Winter
NG010,Fishing Trawler,Warri-Bonny,March,181.07,HFO,5373.33,15851.55,Stormy,83.54,0.0336979117232703,Spring
NG010,Fishing Trawler,Lagos-Apapa,April,72.16,Diesel,1503.64,3763.5,Calm,91.0,0.047990210422707555,Spring
NG010,Fishing Trawler,Warri-Bonny,May,155.61,Diesel,4035.01,10876.77,Moderate,71.13,0.03856496018597228,Spring
NG010,Fishing Trawler,Port Harcourt-Lagos,June,195.89,HFO,4092.86,11820.35,Calm,72.2,0.04786139765347458,Summer
NG010,Fishing Trawler,Lagos-Apapa,July,168.1,HFO,4787.33,13209.23,Calm,81.59,0.03511351839125358,Summer
NG010,Fishing Trawler,Warri-Bonny,August,55.75,HFO,1464.76,4235.17,Calm,89.36,0.03806084273191512,Summer
NG010,Fishing Trawler,Escravos-Lagos,September,108.17,Diesel,2888.41,7983.75,Moderate,73.43,0.03744966954137398,Autumn
NG010,Fishing Trawler,Lagos-Apapa,October,107.53,Diesel,2186.22,6536.29,Moderate,84.23,0.049185351885903526,Autumn
NG010,Fishing Trawler,Warri-Bonny,November,81.16,HFO,1980.04,5046.94,Stormy,85.69,0.04098907092786004,Autumn
NG010,Fishing Trawler,Port Harcourt-Lagos,December,167.25,Diesel,4376.41,12430.79,Moderate,92.63,0.03821625487557153,Winter
NG011,Oil Service Boat,Warri-Bonny,January,23.66,Diesel,609.4,1555.32,Moderate,86.98,0.038825073843124384,Winter
NG011,Oil Service Boat,Escravos-Lagos,February,34.39,Diesel,944.69,2598.62,Stormy,80.47,0.0364034762726397,Winter
NG011,Oil Service Boat,Warri-Bonny,March,82.31,Diesel,2060.96,6014.03,Calm,74.3,0.03993769893641798,Spring
NG011,Oil Service Boat,Port Harcourt-Lagos,April,57.76,HFO,1754.24,5109.37,Stormy,92.78,0.03292593943816125,Spring
NG011,Oil Service Boat,Port Harcourt-Lagos,May,142.27,Diesel,4337.09,11587.23,Moderate,78.94,0.03280310069654999,Spring
NG011,Oil Service Boat,Lagos-Apapa,June,31.26,HFO,1060.94,2708.64,Calm,88.97,0.02946443719720248,Summer
NG011,Oil Service Boat,Lagos-Apapa,July,66.04,Diesel,2238.1,5922.4,Moderate,76.42,0.029507171261337745,Summer
NG011,Oil Service Boat,Warri-Bonny,August,53.74,HFO,1696.23,4353.09,Calm,70.4,0.03168202425378634,Summer
NG011,Oil Service Boat,Warri-Bonny,September,73.53,Diesel,2550.0,6745.12,Stormy,80.77,0.02883529411764706,Autumn
NG011,Oil Service Boat,Port Harcourt-Lagos,October,39.69,HFO,1148.01,3218.44,Moderate,91.55,0.034572869574306844,Autumn
NG011,Oil Service Boat,Lagos-Apapa,November,103.11,HFO,3480.94,9054.82,Calm,85.64,0.029621309186599023,Autumn
NG011,Oil Service Boat,Escravos-Lagos,December,39.03,Diesel,1252.65,3484.36,Moderate,70.59,0.03115794515626871,Winter
NG012,Tanker Ship,Lagos-Apapa,January,337.43,Diesel,10786.95,30075.54,Calm,71.85,0.03128131677628987,Winter
NG012,Tanker Ship,Port Harcourt-Lagos,February,364.78,HFO,11631.0,30068.28,Stormy,83.8,0.03136273751182185,Winter
NG012,Tanker Ship,Warri-Bonny,March,490.16,Diesel,24321.4,71871.21,Calm,93.41,0.020153445114179283,Spring
NG012,Tanker Ship,Port Harcourt-Lagos,April,262.21,Diesel,9880.04,27274.67,Stormy,71.69,0.02653936623738365,Spring
NG012,Tanker Ship,Lagos-Apapa,May,339.19,HFO,13915.91,35657.08,Stormy,82.05,0.024374259390869873,Spring
NG012,Tanker Ship,Port Harcourt-Lagos,June,326.44,HFO,15694.62,44439.3,Calm,80.76,0.020799484154442733,Summer
NG012,Tanker Ship,Lagos-Apapa,July,246.4,Diesel,11651.89,29877.46,Moderate,92.15,0.021146783912309508,Summer
NG012,Tanker Ship,Escravos-Lagos,August,136.52,Diesel,5869.98,16904.2,Stormy,70.18,0.023257319445722135,Summer
NG012,Tanker Ship,Escravos-Lagos,September,414.23,Diesel,15346.28,39498.78,Calm,76.3,0.026992209186851798,Autumn
NG012,Tanker Ship,Lagos-Apapa,October,356.17,HFO,16579.07,42773.35,Moderate,80.23,0.02148311093444928,Autumn
NG012,Tanker Ship,Escravos-Lagos,November,248.94,Diesel,11621.25,31172.3,Calm,83.31,0.02142110358180058,Autumn
NG012,Tanker Ship,Lagos-Apapa,December,345.77,HFO,16431.99,47054.45,Calm,89.28,0.021042490897328927,Winter
NG013,Surfer Boat,Warri-Bonny,January,168.03,Diesel,2554.21,6460.12,Stormy,90.96,0.06578550706480674,Winter
NG013,Surfer Boat,Escravos-Lagos,February,37.91,Diesel,531.28,1498.87,Stormy,93.45,0.07135597048637253,Winter
NG013,Surfer Boat,Lagos-Apapa,March,88.47,Diesel,894.06,2315.14,Calm,73.06,0.09895309039661768,Spring
NG013,Surfer Boat,Port Harcourt-Lagos,April,102.3,Diesel,1327.33,3418.28,Moderate,93.8,0.07707201675544138,Spring
NG013,Surfer Boat,Lagos-Apapa,May,177.6,Diesel,2987.42,8689.15,Stormy,86.97,0.05944929069230306,Spring
NG013,Surfer Boat,Port Harcourt-Lagos,June,45.92,Diesel,657.61,1742.76,Moderate,85.99,0.06982862182752696,Summer
NG013,Surfer Boat,Lagos-Apapa,July,131.34,Diesel,2094.87,5529.58,Moderate,82.34,0.06269601454982887,Summer
NG013,Surfer Boat,Port Harcourt-Lagos,August,46.49,Diesel,833.03,2310.76,Moderate,81.9,0.05580831422637841,Summer
NG013,Surfer Boat,Port Harcourt-Lagos,September,136.27,Diesel,1467.34,3947.94,Stormy,81.11,0.09286872844739462,Autumn
NG013,Surfer Boat,Port Harcourt-Lagos,October,167.82,Diesel,2207.3,5567.56,Stormy,82.78,0.07602953835002038,Autumn
NG013,Surfer Boat,Port Harcourt-Lagos,November,33.98,Diesel,527.21,1472.81,Calm,93.83,0.06445249521063712,Autumn
NG013,Surfer Boat,Escravos-Lagos,December,61.71,Diesel,708.64,1972.82,Calm,89.22,0.08708229848724318,Winter
NG014,Oil Service Boat,Warri-Bonny,January,85.61,Diesel,2894.95,7396.44,Moderate,77.99,0.029572186048118277,Winter
NG014,Oil Service Boat,Warri-Bonny,February,44.59,Diesel,1336.88,3435.55,Stormy,77.98,0.033353778947998326,Winter
NG014,Oil Service Boat,Lagos-Apapa,March,53.32,Diesel,1396.44,3554.43,Calm,86.97,0.03818280771103663,Spring
NG014,Oil Service Boat,Lagos-Apapa,April,82.9,HFO,2340.87,5943.84,Moderate,93.5,0.03541418361549339,Spring
NG014,Oil Service Boat,Port Harcourt-Lagos,May,132.17,HFO,3374.09,10111.98,Calm,89.39,0.039172043425042005,Spring
NG014,Oil Service Boat,Port Harcourt-Lagos,June,37.34,HFO,1113.36,3092.61,Stormy,94.22,0.03353811884745276,Summer
NG014,Oil Service Boat,Warri-Bonny,July,56.09,Diesel,1542.52,3879.94,Moderate,91.91,0.03636257552576304,Summer
NG014,Oil Service Boat,Lagos-Apapa,August,76.32,HFO,1982.49,5008.68,Moderate,81.5,0.038497041599201004,Summer
NG014,Oil Service Boat,Warri-Bonny,September,77.13,HFO,2561.67,7594.88,Calm,82.28,0.030109264659382354,Autumn
NG014,Oil Service Boat,Port Harcourt-Lagos,October,69.53,Diesel,1768.84,4431.63,Stormy,79.36,0.03930824721286267,Autumn
NG014,Oil Service Boat,Lagos-Apapa,November,114.4,Diesel,3790.28,10702.83,Calm,87.1,0.03018246673069008,Autumn
NG014,Oil Service Boat,Warri-Bonny,December,113.4,Diesel,3527.25,10579.04,Calm,88.55,0.03214969168615777,Winter
NG015,Surfer Boat,Lagos-Apapa,January,39.1,Diesel,548.06,1536.98,Calm,73.53,0.07134255373499253,Winter
NG015,Surfer Boat,Port Harcourt-Lagos,February,188.79,Diesel,2733.8,7133.15,Moderate,71.59,0.06905772185236667,Winter
NG015,Surfer Boat,Escravos-Lagos,March,196.02,Diesel,3806.45,10435.41,Calm,71.86,0.051496801481695546,Spring
NG015,Surfer Boat,Port Harcourt-Lagos,April,64.54,Diesel,680.75,1985.48,Calm,83.99,0.09480719794344473,Spring
NG015,Surfer Boat,Lagos-Apapa,May,71.33,Diesel,1357.57,3937.98,Moderate,72.48,0.052542410336115265,Spring
NG015,Surfer Boat,Lagos-Apapa,June,102.7,Diesel,1150.8,2900.92,Moderate,80.83,0.08924226624956552,Summer
NG015,Surfer Boat,Port Harcourt-Lagos,July,191.96,Diesel,3549.18,9897.46,Stormy,80.93,0.054085732479051504,Summer
NG015,Surfer Boat,Warri-Bonny,August,72.07,Diesel,1033.06,2664.76,Stormy,84.52,0.06976361489168102,Summer
NG015,Surfer Boat,Escravos-Lagos,September,198.44,Diesel,2499.7,6960.11,Stormy,93.36,0.07938552626315158,Autumn
NG015,Surfer Boat,Port Harcourt-Lagos,October,177.53,Diesel,2204.22,5596.13,Moderate,78.77,0.080540962335883,Autumn
NG015,Surfer Boat,Port Harcourt-Lagos,November,29.59,Diesel,564.97,1580.41,Calm,78.79,0.05237446236083332,Autumn
NG015,Surfer Boat,Escravos-Lagos,December,115.37,Diesel,1805.6,4575.75,Moderate,84.44,0.063895657953035,Winter
NG016,Tanker Ship,Warri-Bonny,January,281.21,Diesel,12626.91,37709.61,Calm,72.25,0.022270690137175284,Winter
NG016,Tanker Ship,Port Harcourt-Lagos,February,462.22,Diesel,19755.51,50871.25,Stormy,76.47,0.02339701683226604,Winter
NG016,Tanker Ship,Lagos-Apapa,March,94.26,Diesel,3204.13,8662.75,Moderate,89.94,0.029418282029755348,Spring
NG016,Tanker Ship,Warri-Bonny,April,473.09,HFO,20539.4,59961.61,Moderate,90.78,0.023033292111746203,Spring
NG016,Tanker Ship,Lagos-Apapa,May,238.81,Diesel,10796.2,30427.94,Stormy,85.61,0.022119819936644372,Spring
NG016,Tanker Ship,Lagos-Apapa,June,97.09,Diesel,3409.86,9199.7,Stormy,93.55,0.028473309754652683,Summer
NG016,Tanker Ship,Warri-Bonny,July,233.11,Diesel,10569.12,27167.55,Stormy,73.78,0.022055762447583147,Summer
NG016,Tanker Ship,Lagos-Apapa,August,453.47,HFO,20172.52,59126.35,Moderate,72.15,0.022479591047623204,Summer
NG016,Tanker Ship,Lagos-Apapa,September,364.42,HFO,13063.21,36589.4,Stormy,90.92,0.02789666552095542,Autumn
NG016,Tanker Ship,Warri-Bonny,October,429.43,Diesel,17125.78,42988.56,Moderate,75.28,0.02507506227453582,Autumn
NG016,Tanker Ship,Warri-Bonny,November,391.77,Diesel,17631.29,48288.47,Moderate,74.77,0.022220155190005947,Autumn
NG016,Tanker Ship,Warri-Bonny,December,102.58,Diesel,4047.78,10829.65,Stormy,73.48,0.025342286389082407,Winter
NG017,Tanker Ship,Lagos-Apapa,January,380.49,HFO,16231.89,44957.55,Stormy,76.51,0.023440893204673026,Winter
NG017,Tanker Ship,Port Harcourt-Lagos,February,150.79,HFO,5155.01,14108.34,Calm,72.59,0.029251155671860964,Winter
NG017,Tanker Ship,Escravos-Lagos,March,379.45,HFO,15476.2,41858.53,Calm,83.25,0.024518292604127627,Spring
NG017,Tanker Ship,Port Harcourt-Lagos,April,237.22,Diesel,7165.46,21254.59,Stormy,79.48,0.0331060392493992,Spring
NG017,Tanker Ship,Escravos-Lagos,May,242.71,Diesel,9715.63,28928.28,Stormy,72.24,0.024981395956824214,Spring
NG017,Tanker Ship,Warri-Bonny,June,222.86,HFO,6918.25,18129.18,Stormy,74.13,0.03221334875149062,Summer
NG017,Tanker Ship,Lagos-Apapa,July,243.28,Diesel,10597.84,28430.05,Calm,72.21,0.022955621145440957,Summer
NG017,Tanker Ship,Port Harcourt-Lagos,August,398.12,Diesel,16292.03,42561.16,Stormy,91.55,0.024436488270645217,Summer
NG017,Tanker Ship,Warri-Bonny,September,170.59,HFO,5613.51,15671.15,Stormy,71.35,0.030389186088561344,Autumn
NG017,Tanker Ship,Lagos-Apapa,October,308.63,HFO,11533.08,32171.93,Stormy,90.28,0.02676041439060511,Autumn
NG017,Tanker Ship,Warri-Bonny,November,483.05,HFO,16567.54,43762.71,Stormy,89.88,0.02915641066808953,Autumn
NG017,Tanker Ship,Lagos-Apapa,December,275.21,Diesel,11450.81,31485.1,Stormy,91.67,0.02403410763081389,Winter
NG018,Surfer Boat,Port Harcourt-Lagos,January,39.85,Diesel,701.49,2021.9,Calm,86.51,0.05680765228299762,Winter
NG018,Surfer Boat,Port Harcourt-Lagos,February,32.2,Diesel,404.9,1022.19,Stormy,79.34,0.07952580884168932,Winter
NG018,Surfer Boat,Lagos-Apapa,March,70.82,Diesel,1307.9,3875.36,Moderate,85.71,0.05414787063231133,Spring
NG018,Surfer Boat,Escravos-Lagos,April,113.52,Diesel,1856.06,5269.68,Stormy,91.81,0.061161815889572535,Spring
NG018,Surfer Boat,Lagos-Apapa,May,63.25,Diesel,675.8,2004.4,Calm,83.96,0.09359277892867712,Spring
NG018,Surfer Boat,Warri-Bonny,June,80.21,Diesel,1173.95,3451.06,Moderate,74.14,0.06832488606840154,Summer
NG018,Surfer Boat,Escravos-Lagos,July,34.56,Diesel,504.65,1410.81,Stormy,79.34,0.06848310710393343,Summer
